Ee Egamma t theta
45.8901 44.5525 0.745083 2.99333
45.8156 43.084 0.355293 2.89816
40.53 49.576 0.138118 2.47754
52.5222 46.1384 -0.611165 2.54116
44.1273 45.0872 0.334214 2.77924
45.27 42.2378 0.0139621 2.75726
42.2272 47.8927 0.634627 2.86254
49.138 48.2969 0.291992 3.11115
40.9601 50.0794 -0.824159 2.69531
42.3582 48.7704 0.134171 2.93264
45.1227 40.6892 -0.324562 2.94899
42.1233 43.015 0.912886 2.85526
49.5861 46.0879 -0.02427 2.29392
42.1233 43.938 0.300653 2.97767
50.3627 42.7527 -0.153662 3.02221
40.1158 44.165 0.741747 2.99327
46.1818 46.8166 0.0926589 3.09274
46.0376 43.8706 -0.310361 2.85455
51.9611 42.751 -0.183791 2.88898
45.5348 42.9532 -0.0258846 2.94735
45.4076 45.2149 -0.208916 2.23044
44.3216 45.9395 -0.675094 2.74585
50.4169 42.1244 0.116749 2.96431
46.188 43.0785 0.42974 2.81057
41.8269 46.2624 0.968444 2.84407
43.74 53.6 0.21346 2.46778
40.0218 52.9544 0.406288 3.05681
42.5606 42.8554 0.380968 2.87018
40.5142 40.6526 -1.12174 2.96699
52.2163 42.5804 -0.0815429 2.55448
44.466 50.3471 0.245218 3.02672
40.7575 51.6913 0.0611341 2.73857
46.1021 42.0368 -0.132097 2.819
53.858 47.0742 0.915847 2.84645
40.7855 42.8909 -0.237823 2.61747
43.9189 43.0509 0.227718 3.06124
46.1133 45.533 0.675003 3.02786
41.028 41.4824 -0.109007 3.0642
54.7935 41.9046 0.5157 3.04756
41.2088 40.8985 -0.233796 2.96888
46.6878 45.2919 0.0870871 2.78519
40.8456 42.1344 0.446578 2.60558
49.411 42.7365 -0.291572 3.1183
41.6199 48.4277 0.300646 2.75069
41.9264 46.4448 -0.52265 2.56877
41.9631 44.8415 0.600067 2.85455
40.1794 48.3485 -0.125931 2.83208
45.4584 53.4098 -0.808964 2.52366
43.238 47.4797 -0.083089 3.0495
43.8047 42.7336 1.36034 2.9588
43.9357 53.7013 0.78299 2.70373
42.4943 42.1736 -0.287585 2.6071
40.6994 42.8448 0.552479 3.01814
44.3003 46.9101 0.122231 2.814
44.2973 41.8686 0.216293 2.60586
48.409 47.0721 -0.298443 2.56852
42.8207 42.7634 -0.116282 2.95661
43.7755 51.3806 0.0527622 3.13553
42.2556 40.4408 -0.53304 2.55702
42.2682 48.3889 0.173858 2.46632
42.638 42.9042 -0.380732 2.52709
42.776 46.5771 -0.581557 2.99398
51.1307 40.8168 -0.0571818 2.70227
52.0228 47.7698 -0.441667 2.99891
41.4306 45.164 0.427079 3.01229
54.2427 47.1187 0.406001 2.69483
44.0143 46.8284 -0.309765 2.73725
45.2359 40.0042 0.521098 3.05406
43.7027 42.4769 -0.487063 2.43895
43.7459 49.2181 0.330227 3.00979
42.0519 48.091 1.09068 2.85471
43.3747 40.9214 -0.194857 3.02855
45.1672 45.1901 0.563199 2.49895
40.2696 40.0066 0.480563 2.85627
48.2849 50.7927 0.145496 3.02136
45.1504 44.1707 -0.122121 2.94658
48.3364 41.9298 0.0327077 2.68132
46.7478 47.8621 0.181325 2.95208
47.5284 43.2877 0.176495 2.78
44.6919 42.0896 -0.972 2.4084
42.2587 41.0531 0.292202 2.50705
43.0787 43.317 0.714746 3.13688
45.4153 42.1985 0.382324 2.69306
45.9195 44.5488 0.751028 3.05417
42.0995 40.2872 0.567166 3.08908
40.3895 41.7267 0.0211712 2.71674
45.8997 50.1596 0.406959 2.4193
42.0557 48.8261 0.576129 2.79704
48.1261 45.4025 -0.00889156 3.08022
43.2588 44.3602 0.583599 2.86072
44.2928 40.2596 -0.251279 2.21887
42.1303 43.1948 0.0924113 2.86445
43.3378 41.8348 0.55574 2.84707
40.1642 43.6394 -0.988923 3.03552
48.8329 47.2887 -0.169977 2.76403
48.417 49.72 0.343786 2.89246
49.9029 43.171 0.369146 2.98631
43.973 43.3357 -0.807698 2.53566
44.9242 50.4981 -0.301542 3.0438
44.9118 44.2605 -0.154931 2.59157
40.6264 40.9276 0.133258 2.90689
43.6454 46.7342 -0.0550823 2.871
45.6081 46.9546 -0.68279 2.82572
40.7862 42.9052 0.926005 3.12777
48.3331 51.3724 0.237584 2.85355
52.7471 48.3723 0.214563 3.13195
48.1613 40.3927 0.216733 2.96367
52.9541 51.1515 0.242349 2.72776
40.732 42.593 0.36353 3.01091
45.1442 40.9772 0.0606816 2.728
43.9921 42.2244 0.71036 2.94358
54.9269 50.5705 -0.692658 2.95332
42.9092 41.4175 0.330475 2.71077
50.5052 46.4468 -0.777054 2.22534
43.0227 52.2261 0.342681 2.9213
42.5009 44.8296 0.135931 2.71888
45.4081 40.0896 -0.0935622 2.87011
48.0766 51.0849 -0.548996 2.96906
41.665 45.2008 -0.574862 2.7638
40.1841 42.2604 -0.0961944 2.32465
48.0127 47.1256 0.349889 2.61106
43.5137 41.9064 0.866797 2.64882
41.5046 46.2481 -0.333615 2.73545
46.9518 41.1241 -0.477957 2.79497
42.9922 45.9669 -0.903068 2.63171
52.5961 43.6524 -0.141441 2.5052
44.2768 41.4089 0.93131 2.78805
40.8852 41.6704 0.334169 2.62734
40.5843 51.6 -0.779698 3.01459
46.0568 53.4615 0.597063 2.75806
44.96 44.1935 0.267705 2.92962
47.0399 53.8191 -0.518663 2.88949
45.1556 40.5858 -0.195936 2.6198
40.7835 46.5167 0.822384 2.65971
45.12 52.2621 -0.0700945 2.96907
41.7303 50.9893 -0.0431639 2.97872
45.1633 43.3742 -0.449094 3.01846
45.8673 43.5395 0.0983258 3.04173
46.7516 45.6003 0.024332 2.31933
48.1599 46.8714 -0.631623 3.0185
41.2963 45.5763 0.369966 3.03596
40.8498 49.7249 -0.627737 2.57571
46.1118 51.8281 0.467087 3.04752
42.4271 41.6643 -0.301547 2.94976
52.5569 44.0215 0.480637 2.98527
41.0912 42.9488 0.439209 2.20583
44.0472 42.3241 0.249672 3.06671
43.195 40.8546 -0.620503 2.98474
48.665 48.3378 -0.471858 2.98881
48.0402 41.8449 -0.273483 3.08494
42.0394 53.1077 0.266627 2.87615
47.327 40.6455 0.553078 2.28978
44.2615 45.0626 -0.306994 2.8581
44.8983 44.4055 -0.835972 2.94546
40.227 43.0632 -0.360681 2.86056
50.7111 41.6831 0.204956 2.96788
48.0068 52.8693 0.368482 3.13928
43.9419 50.12 0.566967 2.90813
47.1051 45.2559 -0.991266 2.54719
48.2654 43.2626 -0.855863 2.93123
44.8381 47.7554 -0.755177 2.7165
49.4559 45.2075 0.379583 2.84587
43.3315 40.8456 -0.291505 3.03408
50.1839 40.0404 -0.626127 3.03382
50.0239 45.6009 1.07249 2.73219
51.1482 50.4346 -0.723542 3.13723
48.0247 40.9015 0.16296 2.93168
43.1901 40.5982 -0.0285626 2.54853
47.2315 42.2555 -0.241189 2.93006
44.7041 43.781 0.0951086 2.9787
45.6925 52.1313 0.467319 2.49153
43.7704 42.9898 -0.706508 3.107
41.3729 45.1355 0.135636 2.74524
41.1345 47.9247 0.245722 2.77282
43.5791 49.4802 0.586432 2.65073
42.5681 48.2095 0.285238 3.09874
43.8583 49.6859 0.265535 3.12756
45.5603 42.6206 -0.326678 2.57739
53.2679 44.9791 0.815276 2.97685
46.9993 45.0283 0.17257 2.66991
46.4949 43.1994 -0.481937 2.70866
47.6269 44.2094 -0.507397 2.9093
40.1066 41.6578 0.176262 2.87544
42.7984 49.3916 -0.196319 2.42328
40.4645 41.5715 0.119083 2.25284
43.4673 44.0588 -0.527546 2.91107
43.2196 48.1191 -0.340849 3.08715
49.6354 44.2524 0.58244 2.62732
41.6029 49.7168 -0.265132 2.34789
40.0744 46.6439 -0.200017 2.75316
45.7371 44.7978 -0.146841 3.09954
43.293 44.8388 0.456608 2.54113
43.3088 46.3551 0.321163 2.6641
46.238 45.2216 0.244022 2.68996
51.075 40.5305 -0.559577 2.71553
42.2767 40.6628 -0.351303 2.75886
47.9106 44.0707 -0.250207 2.8753
50.7515 45.3618 0.400143 2.75317
45.5722 41.707 0.126822 2.32673
42.919 47.2904 0.131988 2.77074
47.115 49.8533 -0.873192 2.8172
46.9524 44.408 -0.180485 3.03857
47.7046 40.9889 0.0931781 2.83837
40.576 40.6057 0.114078 2.61742
52.7237 43.7436 -0.172527 2.97135
48.5972 48.1431 -0.670377 3.12584
43.1764 42.8785 0.0641551 3.02103
48.724 47.9745 0.731477 3.04194
47.542 46.9689 1.2463 2.94454
47.7788 45.8061 -0.120505 2.8851
45.9122 41.7442 -0.0208856 2.93427
42.8968 47.9696 -0.275424 2.42068
41.1111 41.4693 0.608991 2.59074
48.5619 46.4559 -0.34977 2.60441
46.3064 41.7264 -0.422271 2.60995
47.7756 45.4884 0.960197 2.86893
43.4236 46.9371 -0.946554 2.74132
47.9588 47.0836 -0.187049 2.95914
41.6611 40.7415 -0.530866 2.99677
44.5925 48.5992 -0.495537 2.64249
40.3603 45.1887 0.0918064 2.82631
41.2608 46.3571 0.458074 2.92316
43.9723 51.1423 0.5776 2.9473
41.1716 40.3569 0.29494 2.95262
48.0388 48.5742 0.0575987 2.91867
49.1115 48.7215 -0.557768 2.61779
45.8829 41.8469 0.171846 2.95131
47.3153 45.4163 0.399235 2.30475
45.8359 41.8802 0.641938 2.86071
48.9556 52.7984 0.394605 2.52036
46.9592 50.3821 -0.369391 2.94236
44.8415 42.7513 0.679942 3.11189
47.7837 41.2123 0.103299 2.66761
45.6441 45.8457 -0.219965 2.25186
45.2428 46.705 -0.45466 2.8634
46.0702 44.8365 0.268888 2.61722
46.1892 43.9935 0.231982 2.58787
48.1949 45.1513 -0.765449 2.6336
49.3554 42.4023 0.340964 2.75468
46.2384 40.967 -0.362122 2.95503
47.4597 42.6865 0.0891698 3.09756
45.051 48.2193 -0.0341363 2.46721
43.9175 44.452 -0.922179 2.54973
44.531 42.1058 -0.0692738 2.88986
42.0588 42.4439 -0.585697 2.7609
41.2573 45.9796 0.254444 2.49956
41.8946 45.8949 -0.169208 3.07748
46.0398 40.7091 0.285735 2.90277
45.6677 40.6064 -0.0226397 3.02341
51.6672 48.8429 0.0255913 2.98644
49.545 46.8482 -0.306903 3.13283
41.4422 42.193 -0.00156842 2.50364
41.0168 49.032 -0.362018 2.66823
45.9422 42.7562 0.069114 2.71226
41.3599 44.0593 -0.302351 2.72291
47.2847 52.4419 0.670638 3.08785
40.9412 41.8329 -0.68203 2.7812
40.8192 44.5508 -0.816595 2.52148
42.3757 45.954 -0.437652 2.94979
44.8753 48.1969 0.435109 2.93967
40.944 49.1443 -0.977535 3.1123
52.4919 44.5459 0.72833 2.66426
54.7839 40.0614 -0.928527 2.89914
45.3284 45.7818 0.179066 2.96255
45.1313 40.2573 -0.253503 2.88223
48.0016 48.763 -0.212072 3.11832
44.9546 51.5444 -0.209257 2.62624
49.2813 45.6564 -0.732898 2.6616
42.4458 40.6007 0.272459 2.5014
48.3992 41.5342 0.00585436 2.79437
44.0017 41.8357 -0.0523915 2.98463
44.4825 46.501 -0.0907206 2.78894
41.2716 41.0828 0.0588325 2.71195
47.2982 40.1477 0.650865 3.0455
43.3332 40.7963 -0.0565675 2.77201
43.4271 48.2022 0.393675 2.67585
46.4883 45.8552 -0.620071 2.91109
44.6313 42.4274 0.0212864 2.94092
40.0147 48.4331 0.392748 2.41512
49.0365 52.8353 0.628339 2.77177
48.8762 46.0677 0.628046 2.83997
42.9525 41.278 -0.70267 2.63946
48.7003 40.5359 1.0555 2.94861
43.2142 45.8987 -1.1667 3.05595
53.0018 42.5622 0.435888 2.86766
43.0421 50.2082 -0.360371 2.93031
41.1049 42.272 0.190409 2.90472
47.6018 48.0195 -0.213764 2.83251
50.7127 40.6923 -0.110018 2.94644
41.6124 50.7888 0.754453 2.8851
45.9608 40.6619 -0.685419 2.78508
50.372 41.9556 0.0590514 2.78537
43.4329 44.6477 -0.0211775 2.87586
45.5404 54.9606 -0.358822 2.82967
51.0475 44.527 -0.780853 2.71122
43.5991 43.3342 -0.283527 2.78675
45.024 42.6514 -0.450604 3.12508
46.8989 41.5778 -0.395751 2.64747
47.189 53.2001 -0.0335482 3.12817
44.3465 41.3656 0.233319 2.24087
41.22 46.683 -0.37668 2.53502
42.0386 46.7351 0.382847 3.03918
41.617 43.1828 0.722657 3.00755
45.861 52.5105 -0.295587 2.81245
44.3518 45.8636 -1.03924 2.77035
47.1895 46.9189 0.0856968 2.45778
46.8723 40.5362 0.365364 2.93503
41.2282 43.3937 -0.351954 3.13575
52.9376 47.0788 0.162237 2.61872
42.4893 43.1365 -0.0909936 2.8768
43.7344 46.5568 -0.0979465 2.84476
46.1517 43.6218 0.146822 3.13321
49.1049 49.5833 -0.116038 3.06333
45.4058 41.1325 0.0314667 2.94407
42.2555 44.7382 0.249131 2.98242
40.1113 49.0964 0.308052 2.55908
44.2808 45.3246 -0.903901 2.53264
46.6727 44.3507 1.05442 2.20562
50.2328 42.6204 -0.0342959 2.55593
40.1413 46.3094 0.0928289 2.42284
44.5172 44.7553 0.151508 2.91497
46.6845 52.7267 0.460129 2.9031
44.8124 46.9865 0.290305 2.99519
42.4023 41.3061 0.607047 2.59189
46.9388 43.0281 -1.08696 2.58501
41.6443 47.0216 0.363526 2.82666
54.2959 48.0083 -0.0534296 2.94384
45.7089 42.8757 0.227361 2.74953
47.2972 45.5748 0.082557 2.42675
46.4653 42.3673 0.296153 2.70174
47.7042 50.2607 0.00186247 2.96517
40.8899 41.1234 -0.240594 2.2788
49.5 44.8476 -0.130669 2.74273
50.1703 41.0099 0.0607325 3.04145
40.9259 42.3454 0.582498 2.77368
43.0657 42.8341 0.408939 3.13299
43.6665 44.1431 0.160594 2.91442
41.3116 41.984 -0.452277 2.81429
40.5408 41.5286 -0.335968 2.64496
47.1585 48.1908 -0.373197 2.64621
43.9201 49.2518 -0.164239 3.09928
43.6327 46.1533 0.570861 2.93276
52.3268 46.4715 -0.326402 2.84176
41.857 45.6935 -0.0048393 2.94355
47.2601 44.1213 -0.225191 2.67626
41.7468 46.4481 -0.332717 2.87855
48.7379 44.4497 -0.374709 2.94001
43.8496 50.1221 0.379871 2.78082
44.1096 44.6276 0.203927 2.69751
50.1712 44.6542 0.157941 2.73477
48.2422 44.064 0.00263505 2.8188
44.5248 43.7261 -0.362174 2.45682
42.2356 49.0061 -0.295008 2.72804
43.1987 47.5911 0.810006 3.02377
41.4282 49.43 0.270246 3.06565
46.4476 41.5991 0.163849 2.84149
45.8417 40.8165 -0.230331 2.83932
48.2009 45.8789 0.360593 2.56519
44.8545 45.6628 -0.756542 3.02496
46.8368 42.809 -0.111479 2.4996
45.4289 44.6548 -0.311563 2.27049
45.4261 41.9995 0.710281 2.71
44.3417 44.3599 -0.0979034 2.80044
47.4849 47.8377 0.952785 3.09354
50.067 40.5823 0.321167 2.51928
48.9981 46.0165 -0.486173 2.78676
51.211 40.197 0.290027 2.95185
47.3052 50.512 -0.274642 2.85068
48.4725 53.0061 -0.524912 3.07349
45.0608 42.7716 0.35767 2.9669
51.3485 49.0816 0.550381 2.62274
47.9541 40.2993 -0.0519995 2.86216
45.6897 46.3563 0.764701 3.07529
43.4041 42.2338 -0.550329 2.68008
44.1356 48.4632 -0.248073 3.12717
45.3933 44.4681 -0.363515 2.79816
47.542 43.2731 -0.526056 2.77889
46.3332 42.0796 0.297208 2.9481
47.4128 46.0645 0.618072 3.0731
40.4287 43.7661 0.11757 2.92115
46.5683 48.1002 0.0178548 2.80458
44.2117 46.322 0.323022 2.79311
52.0341 44.9733 -0.515731 2.44348
47.4319 52.1211 -0.177783 3.02545
46.3784 51.2316 -0.26958 3.01508
42.7642 50.2778 0.155227 2.97362
46.2835 44.281 -0.362233 2.33757
42.1036 42.9396 0.936363 3.02824
44.135 49.164 -0.614548 2.62722
42.6083 50.467 0.0154577 2.49355
48.5781 45.9246 0.443852 2.95333
51.7437 44.1504 -0.637207 2.31776
49.4057 42.1841 -0.310609 2.6664
44.7106 47.4399 0.272929 2.90962
42.8097 47.9336 0.805401 2.98573
40.6164 42.4579 0.550099 2.88317
51.0196 44.0354 0.354126 2.86328
44.6818 45.9731 0.0273458 3.04139
44.6146 47.3871 -0.308463 2.89198
49.7758 44.984 -0.0633455 2.87384
42.6611 46.2253 -0.372915 3.11229
49.616 43.1991 0.0717477 2.84894
40.2004 45.2553 -0.727039 2.86295
43.6365 44.9219 -0.359565 2.96555
41.797 42.2795 -0.448112 2.57578
47.7362 43.1207 1.24262 2.5218
43.2542 44.1587 0.277953 2.67196
42.0865 48.4616 -0.506513 2.56094
43.5734 45.6439 -0.188455 2.87278
45.0408 40.7313 0.149018 2.9416
46.0406 46.1746 0.236699 2.31888
43.1841 44.6471 0.0513297 3.03576
48.1954 43.1952 -0.376707 2.49554
43.4749 47.8378 -0.442422 3.08299
48.3279 43.8622 -0.398557 3.09047
41.8069 49.0533 -0.647359 2.94199
45.9123 46.1736 -0.101604 2.38805
43.2731 47.1617 -0.645104 2.83412
50.4137 40.862 0.755586 2.57409
42.3882 41.9274 -0.603792 2.31575
40.7758 41.7584 -0.00111289 2.94729
43.4536 52.9137 0.614954 2.39645
42.164 46.5518 -0.169995 2.60462
42.8009 43.5469 -0.372137 2.42094
44.5926 44.5469 -0.282886 2.7457
44.2911 43.4371 -0.274717 2.53985
44.1131 49.9383 0.394906 2.86293
42.4962 44.5432 -0.189139 3.12155
45.3933 48.6907 0.0802368 2.94376
44.0396 46.0931 0.0786593 2.62572
45.9806 46.5519 0.244125 2.60253
52.8786 41.5428 -0.214598 3.04082
41.7588 50.052 -0.275925 2.90489
45.2504 47.0636 -0.519993 3.00716
53.386 42.8097 0.227137 3.00209
43.5787 48.893 -0.102956 3.02856
41.0814 44.9605 0.126279 2.70786
45.3511 44.5488 -0.415535 3.12362
50.8528 42.0862 -0.121049 2.79757
41.2007 42.3331 -0.303889 2.80467
51.4508 42.9232 0.302888 2.73045
46.1843 46.966 -0.803484 2.86689
52.4322 41.0686 0.824529 3.13878
42.4211 44.2472 -0.498139 2.70332
41.3721 42.2392 -0.827279 2.96598
44.0674 48.9424 0.256201 2.70827
46.4581 43.2973 -0.0796597 2.95338
42.5946 40.2513 0.877268 2.81749
46.0353 40.8142 0.190617 2.91305
48.3931 40.8429 -0.340354 2.54072
48.2407 53.858 0.0999259 2.804
43.056 41.2936 0.706152 2.86409
43.2209 45.094 0.300204 2.72747
46.8465 47.6555 -0.450311 2.99463
46.4816 45.792 0.543825 2.28332
45.188 42.1897 0.404898 2.60306
44.7954 50.8194 -0.676991 2.9338
41.8524 44.2875 -0.107632 2.47837
43.3278 46.984 0.0778902 2.79797
44.5855 45.094 -0.462239 3.02982
47.3051 44.128 0.00435355 3.05681
43.4667 44.6562 0.662738 2.45006
48.4929 51.6747 -0.405513 2.56099
47.1274 49.6064 0.530116 3.128
48.4904 45.2172 0.820619 2.77366
41.5095 43.1075 -0.628848 3.03105
42.9351 40.7676 -0.229958 2.48595
43.0317 49.0108 0.705582 2.95992
44.1622 45.6344 0.00626569 2.61046
45.1138 47.0438 -0.101166 2.93974
43.1824 41.017 0.150434 2.82227
46.9846 44.7665 -0.534516 2.70024
43.3345 42.7542 0.145818 2.81151
41.5812 42.8563 -0.334753 3.0354
46.1133 45.5055 -0.400861 2.56474
47.5879 41.0966 -0.140237 2.69521
44.5927 40.1115 0.910511 2.72649
48.2204 53.8079 -0.228639 2.82614
44.232 43.1551 -0.0850576 2.67207
42.5439 44.3993 0.144598 2.78995
41.5882 40.6045 -0.115341 3.10919
45.0946 42.7854 -0.0709151 2.98851
44.3479 41.0144 -0.144413 3.11929
45.4985 43.4948 -0.0412231 2.87271
47.8534 49.5923 0.206562 2.44651
45.6924 41.1623 -0.0901812 2.68673
45.3161 41.9026 -1.13773 2.67329
50.9748 47.3844 0.359053 3.10206
54.2011 50.3729 -0.363193 2.92122
40.0385 40.0251 -0.0840159 2.76804
42.6663 50.8019 0.621443 2.76684
52.0978 41.2538 0.100333 2.43426
43.8451 53.2967 -0.982926 2.7121
43.9384 46.3803 -0.262552 2.91502
53.0305 42.3045 0.352471 2.98079
40.5815 40.7594 0.174237 2.43038
48.2947 40.4625 0.289874 2.68526
43.798 44.2531 0.12639 2.98511
43.4663 46.2944 0.631983 2.90051
42.1409 41.2522 0.259609 2.99258
47.1258 45.8515 -0.491275 2.92519
43.5157 43.3349 -0.602992 2.65271
42.9642 40.6926 -0.0773848 2.98507
47.8355 41.3627 0.827332 2.84276
46.0967 42.4584 0.57279 2.80025
44.715 45.6041 -0.00683056 2.99087
42.3604 40.2959 -0.517661 2.82956
40.9138 42.3341 0.199787 2.99497
40.0131 47.1353 0.221354 3.09742
45.3397 41.1264 -0.11756 2.95376
42.4357 49.1554 -0.919718 2.71977
44.9577 49.4737 -0.179844 2.93394
44.8374 53.2288 -0.0529224 2.54057
45.9489 42.8645 0.407558 2.47315
46.2642 41.1299 0.274542 3.023
40.8697 43.9615 -0.479911 2.5378
45.9145 50.384 -0.127911 2.98603
42.1411 54.0075 0.335187 2.52835
45.6883 43.2981 0.359587 2.60511
47.7255 42.3771 -0.457438 3.13234
42.2931 45.6717 -0.408966 3.0241
50.1877 45.7211 -0.313212 2.29342
54.1726 53.0379 -0.309603 2.93877
54.9946 40.6441 0.161448 2.67918
44.3214 44.4773 -0.2941 3.00614
42.7969 42.0087 -0.212958 3.04157
40.4539 45.8675 -0.165532 2.74912
45.6831 42.7604 -0.733367 2.42382
43.1343 41.4147 0.152838 2.79863
47.7419 50.1678 0.196162 2.67986
43.4993 46.4115 0.761768 2.80879
41.929 46.3973 0.587334 2.72196
45.6161 41.1655 -0.030937 2.59066
46.799 46.4842 0.396897 2.30214
47.5897 51.7175 -0.0371788 2.38387
48.1253 44.1786 -0.171115 2.96736
42.0837 48.0389 -0.292479 2.28773
44.8735 44.012 1.00073 3.10323
41.4888 52.053 -0.347448 3.08363
52.3206 50.929 -0.0490487 3.01747
47.0339 41.0372 -0.405462 2.86713
43.9656 49.8682 -0.412836 2.85415
47.6758 47.9794 0.948389 3.12932
45.7679 54.7691 0.425309 2.47283
48.3668 51.3323 0.0664793 3.12075
42.5548 41.515 -0.0939822 3.06897
46.1069 47.6312 0.562078 2.64136
47.8539 47.584 0.878676 2.96522
46.4195 43.5818 -0.399184 2.87919
52.338 45.2345 -0.402424 2.94796
43.2297 46.7694 -0.241836 3.03909
41.0054 50.3936 0.363057 3.08131
45.5506 44.1999 -0.000987593 2.93643
47.1397 40.4398 -0.316745 2.54313
49.2328 49.5469 0.890338 2.41375
48.0599 48.2983 0.473427 2.77542
41.3944 47.1065 0.954361 2.62258
43.0461 50.7631 -0.163822 2.61463
50.9323 46.8972 0.681142 2.88941
50.6189 42.5371 -0.243366 3.04844
47.0777 54.3761 -1.18253 3.02003
42.4354 44.9015 0.611303 3.1114
50.2561 42.1952 -0.359554 2.80823
42.7018 42.6961 0.110873 2.97333
41.331 43.6779 0.159756 2.90456
42.6106 43.5567 -0.874913 2.85965
47.2852 41.6557 -0.60443 2.89191
49.8588 44.3677 -0.390259 3.03857
42.456 42.6147 0.330563 2.84421
42.7431 48.112 0.0928848 2.85983
48.5447 47.9695 -0.240445 2.95024
45.0691 40.2327 0.329318 2.74795
46.3429 45.4257 1.26562 2.93634
41.4264 44.2762 -0.10014 2.58489
44.1272 40.8971 0.828351 2.69756
48.1272 45.5298 0.0780511 2.33963
46.6376 47.8106 -0.128992 2.87654
51.0756 52.1543 -0.173546 2.85277
42.3298 42.7375 -0.34887 2.78592
49.7788 45.6441 0.0825408 2.91857
46.3159 41.7836 0.527997 2.95527
41.5969 46.2459 -0.0467759 2.91436
41.4388 49.1153 -0.454529 2.6803
45.7621 47.9214 -0.204974 2.72783
52.247 45.733 -0.189444 2.52683
43.5718 52.7202 0.812557 2.44794
40.3332 40.1593 -0.671743 2.3502
44.6231 49.5744 0.0484979 2.94821
48.0267 51.5314 -0.772497 2.88032
40.5082 54.0884 -0.116438 2.36229
44.2605 49.2476 -0.129496 2.73498
51.9857 47.8199 -1.03384 3.08977
43.0023 44.0425 -0.00483446 2.80135
43.6901 42.6424 0.452707 2.94774
43.9393 43.9747 -0.470173 2.74841
44.2842 50.1984 -0.270511 2.8597
41.1131 52.1134 -0.823349 2.74507
43.7574 45.9409 -0.0399024 2.93529
41.8868 47.3292 0.0679126 2.72369
54.3129 41.7364 0.00136179 2.93746
43.079 43.5652 -0.00648619 2.77696
41.1812 46.1638 0.157246 2.8644
41.7653 46.5316 -0.536394 3.06773
42.0664 44.8656 0.186437 2.62694
47.7896 48.527 -0.303094 3.04223
41.2338 50.4834 0.103796 3.00304
45.6375 41.3455 -0.534681 2.80106
48.5345 43.5306 -0.334717 2.61458
44.4488 43.08 -0.0368499 2.73257
46.0179 43.2162 0.161008 2.87524
43.6749 49.0372 0.576355 2.89285
40.3359 40.5592 -1.22307 2.60392
46.2645 53.4127 -0.87132 3.0624
45.4288 47.0513 -0.405286 2.62376
49.0926 51.3074 -0.382364 2.9553
48.4215 41.9001 -0.203346 2.98154
43.8062 51.6336 0.563539 3.07981
41.8903 42.1482 -0.463138 2.64816
42.8573 49.1414 -0.697346 2.86976
51.7901 52.6138 0.193953 2.75649
41.1289 41.0261 0.217589 3.1072
40.0753 53.4569 0.726163 2.96882
40.2194 48.1998 0.0475677 2.37975
45.8474 40.6369 0.400481 2.74707
43.7432 54.5546 1.07376 2.48678
48.4167 41.2655 0.730313 2.9402
42.7036 46.0244 -0.414895 3.1218
42.3432 47.8797 -0.00280191 3.04694
50.5982 47.7085 -0.0109738 3.13148
40.0578 46.1928 -0.185795 3.09457
47.3585 43.3832 0.605558 3.06171
47.5108 46.585 -0.260966 2.57726
42.9765 41.1833 -0.187222 2.54845
46.7905 50.3456 -1.01936 2.58556
44.3974 40.689 0.110099 3.13075
52.7415 47.6476 -0.0190031 2.55864
40.591 40.0648 -0.0853289 2.63857
42.0504 41.3332 -0.19073 2.59012
46.8513 51.6594 0.544801 2.77715
44.9462 48.8641 0.372983 2.76945
42.1074 52.0445 0.0605904 2.78488
44.3332 43.8888 0.0872715 3.02483
47.3937 43.2428 -0.780229 3.09333
40.4921 44.7038 0.212637 3.08475
43.8836 48.7589 -0.308484 2.96095
40.6817 44.0691 -0.15669 2.77762
52.4106 46.6075 0.590614 3.01602
46.1478 45.6519 -0.525524 2.65814
43.3692 45.928 -0.013371 2.99135
45.4211 43.1725 0.35255 2.65118
43.3785 43.9651 -0.139326 3.0441
42.6312 47.175 1.00475 3.11536
47.0128 40.1759 0.646604 2.83218
43.1555 40.2228 -0.597576 2.47206
49.6786 43.3905 -0.189409 2.45294
42.0815 44.0369 0.118441 3.0473
44.2366 44.0078 -0.279953 3.05972
44.4005 45.7446 0.0507532 2.68907
49.2827 48.1329 -0.0385721 2.91143
44.6533 50.2488 0.0179621 3.08622
43.8306 41.9894 -0.162303 3.07965
42.5381 43.9136 -0.348466 3.00103
51.0314 49.3192 -0.795804 3.03501
52.0086 48.3766 0.575974 3.08279
52.5492 42.9287 0.251983 2.82327
53.4904 46.9918 0.150209 2.93521
46.8738 50.9413 0.633974 2.94495
50.0157 44.1582 0.0724798 2.70507
44.8801 41.9369 0.0965173 2.82256
40.6522 45.5406 0.201787 2.74833
51.5975 49.155 -1.07212 2.94248
42.4979 45.1792 0.614605 3.09381
40.3864 51.3589 0.707489 3.08696
46.8556 50.7421 0.955558 2.81404
51.5262 50.5634 -0.854455 2.7659
41.0527 45.7262 -0.561994 2.91496
40.5205 43.7627 0.402115 3.12519
40.5289 40.0569 4.26776e-05 2.46039
43.1965 45.3174 -0.687254 2.84944
47.2217 41.3674 0.25238 3.05595
52.1986 47.1746 0.264986 2.99622
45.0976 42.7547 -0.846738 2.68947
42.4449 49.5102 -0.369028 2.53006
