Ee Egamma t theta
52.7381 47.9382 0.196122 3.0227
42.6905 49.3242 0.302584 2.99004
56.1524 58.6041 0.465728 2.96985
47.531 58.6229 0.369629 3.13927
50.2034 63.0745 0.867197 3.0257
55.8825 57.9202 1.77819 3.09843
55.304 60.195 0.438316 2.82331
53.4815 54.0248 -0.778434 3.05713
59.2091 53.4027 -1.68664 2.96379
56.6614 56.2617 -0.419058 3.01415
52.6178 47.3985 -0.0606526 2.77293
49.4339 54.1877 1.45133 2.99018
54.2217 57.6183 -0.880551 3.10424
45.8014 49.0168 0.0750331 2.9636
56.5675 51.9924 0.675529 3.00162
54.8574 50.6202 -0.449021 3.02995
54.2164 46.4377 -0.740654 2.89688
47.9578 51.2753 0.260376 2.9794
51.8501 54.8482 -0.99174 3.0326
56.8028 58.5708 0.999176 3.08027
56.0031 58.2985 -0.801562 3.1069
56.068 43.1678 0.422709 2.95628
44.0006 54.7255 -0.688311 2.81118
55.5084 58.9909 0.351891 3.12276
42.2425 45.7841 -0.664917 2.83787
57.202 40.7452 1.74992 3.04034
50.7456 57.4238 -0.394028 3.03565
53.6147 54.3705 -1.39543 3.03665
48.2334 50.7324 1.71408 2.84175
56.7253 49.702 0.836518 3.01352
47.2988 62.8377 0.148024 3.02649
53.7208 56.2305 0.697643 3.08497
62.6269 48.452 1.41265 3.05122
53.2745 46.2158 -0.277872 3.13495
59.714 52.2734 -1.06853 3.0745
56.3009 49.8178 -1.11954 3.01154
47.1125 39.373 0.00931578 2.98106
53.281 52.5639 -0.120864 3.1225
52.3216 45.7559 -0.0266945 3.13252
51.3551 63.1725 -0.775769 3.13968
47.9905 49.5451 1.55983 2.96277
49.8671 53.1985 0.790695 2.92653
51.3313 54.7975 0.955998 3.09764
55.13 50.9682 1.22742 2.98098
48.7454 50.5565 -0.598676 3.09976
51.7733 53.337 -0.162391 3.01618
45.5113 52.2208 -0.997394 3.04334
41.0284 48.9489 0.620682 3.0752
57.0134 53.6753 -0.807145 2.72042
56.1019 51.7576 -0.992381 3.12456
56.1642 57.2939 1.2835 2.76277
42.9058 51.0331 -1.489 3.07843
48.6379 52.6699 -0.751609 3.08992
45.5157 42.9583 0.416022 2.90593
52.502 53.0285 -0.607959 3.0924
48.3947 52.6466 0.424639 3.13644
50.9874 48.4433 -0.437864 2.99271
53.9783 47.3573 0.929662 3.11144
45.2039 50.3992 -0.0386531 3.03234
48.124 48.6876 1.41529 2.90333
56.1142 61.4344 -1.52743 3.13987
55.0107 51.5833 -1.78281 2.87148
54.337 45.3831 0.46929 2.92259
48.4947 54.8347 0.41194 3.02662
51.3589 57.3887 0.232957 3.13906
54.0553 47.8787 -1.15108 3.06309
58.3916 56.2301 -0.591002 3.08644
54.8856 62.723 0.518068 2.92241
51.647 53.8198 -0.506105 2.71384
53.9854 50.4933 -0.718741 2.87907
52.2571 52.8289 -0.524202 2.98269
51.6635 55.8858 0.187496 3.01762
56.1118 50.6485 0.734026 3.05361
48.9287 52.5886 0.851225 3.04532
49.38 60.8939 -1.26177 2.9161
48.6653 53.12 -0.680573 3.13291
42.784 51.2681 0.553999 2.90214
58.9826 50.679 -0.951911 2.90597
55.3334 53.1652 0.768434 2.90433
53.8134 55.631 -0.665666 2.90763
54.9066 53.4551 0.354933 3.06448
51.9363 54.1584 0.662674 3.0726
45.9548 57.9973 -0.927662 2.96758
50.5404 52.4823 1.20595 3.08771
47.9497 44.1342 0.26206 3.01854
50.7998 55.147 0.0262333 2.99976
55.2661 49.3333 -1.90694 2.66538
57.8886 48.0444 -0.194134 2.94283
53.9346 50.2064 1.42446 2.87765
57.2252 43.8556 0.387576 3.093
57.1046 54.0734 -0.333937 2.98765
55.9826 48.3321 -0.0643244 3.04673
52.4351 46.9247 -0.363274 2.81596
54.3663 45.2902 0.961717 3.11573
41.6883 60.7918 -2.24674 3.03135
50.1701 48.1919 -1.75397 3.12676
58.1471 48.4259 -0.415823 2.96469
51.2437 44.7742 -1.17055 3.03474
46.8829 53.5626 -1.33545 3.12337
56.1038 48.2501 0.145903 2.83189
45.8808 55.7229 -0.773205 2.91517
59.0128 52.0052 0.1207 2.95829
47.2892 58.5852 -1.27175 3.04467
46.0807 43.9565 0.413839 2.88176
60.2228 58.4353 -0.25283 2.85411
53.913 55.8645 1.31461 2.97454
42.8017 46.6429 0.661867 3.08344
43.3468 49.893 -0.405308 3.08019
45.0536 57.6607 -1.46905 3.05307
52.9962 53.9615 0.17896 3.02686
53.1343 52.1998 2.95633 3.01412
49.4685 60.0766 -0.0395565 2.61849
57.3564 56.6202 -0.781969 3.07526
49.6416 60.8913 -0.514697 3.08097
45.2856 54.05 -0.660775 3.11119
53.3786 49.284 -0.63271 2.94274
48.6895 49.6952 0.311398 3.02616
52.1908 59.8239 -0.489449 2.93114
55.1378 45.5462 1.04673 2.73798
47.1017 49.0413 0.882532 2.97239
49.9481 42.2844 1.29733 2.93623
59.4112 49.9186 -1.43901 3.05238
53.0369 52.7384 -0.434004 3.13215
59.7619 56.4509 1.57087 2.94028
53.7046 41.3487 -0.25477 2.99754
51.5974 51.4678 0.218004 2.97668
54.7934 46.6959 1.04408 2.79015
52.2141 47.5663 1.11613 3.08995
50.5743 55.3024 1.04005 2.95313
46.4069 45.7678 0.222933 2.97497
50.6641 58.2559 0.785831 3.12177
57.331 55.3623 2.0348 2.74519
56.6407 59.3653 -0.475578 3.04436
56.3797 56.1278 0.176117 3.07161
50.1053 52.077 -0.0635814 2.82973
57.287 47.8037 0.290072 3.09573
57.6101 53.1226 0.125719 3.08499
52.677 54.7569 0.667767 2.99013
50.1841 46.6322 -0.940213 2.97691
47.9176 43.4133 1.30061 2.82494
60.6382 51.6639 1.35941 3.09388
52.3545 47.1562 0.484226 2.75064
55.8935 41.9226 1.16398 2.91877
58.9397 50.7238 -0.0432114 3.13429
57.6382 42.9296 0.581909 3.06933
55.3362 53.0555 -0.704325 2.96711
57.4104 63.983 -0.585245 3.08596
54.8541 63.316 -1.64764 2.83178
51.4094 50.9675 -1.25618 3.12886
41.386 55.0678 -0.673525 2.96533
47.1193 52.9893 0.627839 3.032
51.8641 44.3868 1.59018 2.88571
55.1694 53.1569 1.19972 2.77033
54.6884 57.9637 -1.31322 3.00489
48.6265 57.8774 -0.0336774 3.12096
53.6694 54.9236 -1.20985 2.91111
59.0952 54.5581 0.244078 3.07122
55.8375 64.0289 1.70425 2.72685
49.9757 51.9763 0.871629 3.0227
50.3091 39.1145 -1.11282 2.635
57.5662 63.0967 1.30881 3.07549
50.4238 48.2236 -1.14139 3.12383
59.2807 55.3415 0.842272 3.0316
42.9865 50.7308 -0.445832 2.82835
50.5066 48.9512 -0.598607 3.00289
49.3365 55.5939 1.56978 3.08157
54.622 43.5822 0.880441 3.00713
48.8643 54.6921 1.51914 2.9022
52.4216 61.3251 2.37837 2.7908
60.2544 59.6044 0.21138 2.87822
47.4374 56.6467 -1.09342 2.93981
64.0585 56.8134 -0.624922 2.8611
48.0816 56.3284 -1.28169 3.02914
42.8586 45.8154 1.20582 2.96599
50.7921 53.2329 -0.443874 2.75756
59.0786 48.6567 0.174519 2.89671
46.8026 45.6474 1.26696 3.07618
64.716 48.6477 -0.934744 3.01766
53.0379 56.8337 -0.600887 2.85281
53.3346 51.2515 -0.0967706 2.97174
55.8454 59.2507 0.0255126 3.12483
48.5333 56.0162 -0.480232 2.88128
45.3503 53.4068 -0.554275 2.79797
56.6861 57.6211 1.11273 2.81749
49.5226 46.4683 0.547298 3.0998
55.0303 47.4761 0.790823 3.11177
51.5049 40.3129 0.102867 3.07846
55.4485 60.5956 0.716016 3.00023
50.4805 56.5472 -1.84463 2.89133
50.0192 49.066 -0.425394 2.98396
56.3915 46.5143 0.453223 2.94386
55.9023 54.3019 0.141061 3.04543
54.8634 44.3388 0.115145 2.91849
51.6871 53.9584 -0.222493 3.10951
57.8949 53.2791 -1.4318 2.90727
55.1944 43.1063 0.840266 3.05553
66.2066 50.7803 1.31172 2.96988
55.8939 51.7978 -0.523216 3.09043
57.0732 61.9044 -0.165928 3.04787
54.4138 52.5027 1.47136 2.99139
52.6282 49.8236 -1.00205 3.00105
46.8078 40.8199 0.373583 2.97988
59.4151 47.5847 -0.565809 2.86969
48.8116 47.1678 0.797659 3.03405
59.0824 51.918 -1.98215 3.07473
52.9509 53.8646 -1.36871 3.10772
53.0498 53.0072 -0.191843 2.89224
45.2729 49.443 -0.358568 2.9519
63.8281 57.5734 1.33761 3.12514
48.6275 55.2941 0.363196 3.1321
59.2487 52.5014 0.0821418 2.65921
47.1125 57.2215 0.977442 3.10876
43.0001 66.199 0.469756 2.97805
53.3685 54.9123 -0.783378 3.07226
59.6154 50.3565 0.667487 3.10206
51.6282 61.0581 1.11231 3.10908
60.4361 52.4712 0.627172 3.05347
51.4324 60.9888 0.818395 3.07729
64.8334 51.4331 -0.56809 3.01199
50.2481 53.662 0.154948 3.11538
56.0105 53.8358 -0.674102 3.09256
46.8921 67.1004 -0.661874 3.04862
62.4862 49.4793 1.30367 3.03243
46.2742 46.2383 0.853441 2.98819
49.7848 57.0334 0.651588 2.96468
48.6591 54.8466 1.34257 3.05568
46.9382 55.613 -0.41999 3.02588
57.3685 56.6452 -0.690817 2.89623
56.8479 46.4754 1.01144 2.99852
50.1178 51.4209 0.913459 3.04576
45.432 47.9649 0.25891 3.08956
49.5871 39.9098 -0.333038 3.07145
50.8204 45.5998 -0.993278 2.98905
52.4822 54.5058 2.24673 3.02732
46.1833 60.8913 1.26945 3.11234
53.5653 57.1806 -0.248199 2.99464
55.8047 53.3953 0.915874 3.03518
56.9358 52.973 -0.391595 3.1006
55.0365 49.6888 -0.870871 3.11425
56.8169 52.0952 0.275628 3.05181
52.3157 60.3165 0.127075 2.854
49.4406 52.5133 0.176658 2.88254
53.367 58.0084 0.560357 3.04814
42.423 51.3769 -0.989971 3.06474
49.3157 56.2634 0.923842 3.12705
49.0567 49.4942 -0.695119 2.90138
65.6133 44.584 1.16761 3.0881
56.2454 69.6984 0.191867 2.99724
40.4846 46.2577 3.29025 3.06807
52.5251 62.4736 -0.15239 3.03477
51.0832 54.6888 -0.015997 2.74941
57.5016 53.5735 -0.185994 3.03353
41.946 61.0453 -1.11163 3.03058
53.0477 49.256 0.221559 3.09844
47.6852 55.7968 0.724515 2.7639
54.1102 59.2492 0.0147636 2.96628
48.6534 50.2111 -0.0352041 3.00282
47.1377 54.0093 0.62837 3.1413
57.9527 51.7954 -0.684926 2.89508
59.5705 50.2323 0.511086 2.97407
54.8334 45.3542 1.04359 3.04308
54.8514 49.4845 -1.3914 3.01301
54.7842 62.1355 0.646568 2.99048
63.5586 58.2317 0.458622 3.07591
47.9344 57.8952 0.665236 3.12314
51.2234 52.9277 0.608482 3.13193
59.2679 49.0086 -0.0157381 3.09564
51.289 58.7074 0.509012 2.96514
63.2095 61.484 -1.11804 3.05031
52.5005 50.1433 -2.02583 2.90397
53.1763 52.6614 0.171443 2.93911
55.8276 55.0998 0.464807 2.84812
50.2236 55.1864 -0.764854 3.00365
47.9873 53.5095 -0.981733 3.09852
44.5445 45.8798 2.60217 3.11138
46.066 56.902 1.76619 3.02346
62.1322 60.2141 -1.37617 3.03853
52.3547 59.1325 1.39116 3.074
57.0907 56.7194 0.836437 3.00621
53.9239 51.8913 0.372176 3.10685
53.2509 42.1012 -0.330912 3.05941
38.6658 49.3025 0.247416 3.08402
62.97 52.298 -0.718191 3.07038
55.6313 54.5196 1.90742 2.83875
54.2781 53.5421 0.23007 2.88192
56.9255 50.101 0.251298 3.09552
47.9111 56.0384 1.5488 3.06973
52.0274 45.8603 1.22489 3.06353
53.6426 51.4187 1.15724 2.96838
50.4448 52.8468 1.62639 2.99129
53.1743 56.4581 0.87735 2.83727
44.5552 44.2602 -1.38478 2.96748
51.9266 47.6282 0.961269 3.0004
62.2047 48.177 -0.911665 3.10118
52.1891 49.7038 0.0843383 2.976
50.9949 48.1558 -0.680597 2.82574
59.8283 51.3438 1.3611 3.07998
55.0095 62.5834 0.87216 3.00756
53.9156 55.7309 0.969705 2.99559
46.127 57.6111 -0.574413 2.73063
59.6765 54.7001 1.23792 3.05156
52.3117 60.8215 -1.1186 2.93387
56.8489 53.4588 -0.184833 3.02556
57.1234 50.5132 -0.823563 3.02864
46.5073 54.7267 1.12929 3.12317
50.7982 50.7142 -0.231272 3.02275
47.822 50.9072 0.703824 3.13194
53.9852 58.6185 1.25419 3.01592
45.7122 55.4966 -0.709707 3.11102
55.1326 47.3802 0.334797 2.94062
52.3625 49.0217 0.744732 3.0756
49.0157 53.4411 0.0909317 3.10581
66.5999 47.4446 -0.845689 2.83856
51.0917 60.3254 -2.04377 3.00207
46.6251 56.294 1.24015 3.04625
54.267 45.3862 0.267079 2.86165
52.6613 51.7097 -0.691689 3.12471
51.9274 50.2927 -0.233912 3.08527
62.6445 52.4547 1.17384 3.12831
58.4985 52.1312 -0.704714 3.01318
55.261 61.3896 0.727889 3.07005
56.1978 57.4594 -1.3151 2.96163
55.9104 53.5019 -0.194336 3.11334
47.4191 55.4948 0.0527362 3.03836
59.3166 54.3202 0.257734 2.9167
42.1214 56.1194 0.422137 2.98901
53.0861 50.3719 -0.265441 3.04311
68.7882 54.2185 -1.61607 2.98055
51.3536 52.5367 -2.01387 3.04182
47.75 56.8403 1.01879 3.00158
51.6125 56.6605 -0.91049 2.92089
46.115 51.3277 -0.514991 2.99679
46.9539 50.3023 -0.24008 2.8113
54.403 58.0772 2.48668 3.01574
40.8772 49.1619 -0.0153428 3.0368
51.7053 54.6438 0.299235 3.1297
49.4941 65.5333 1.20815 3.0419
65.1323 55.508 0.665389 2.92097
47.4808 45.3407 0.426515 2.99265
46.9379 50.6647 -0.170352 3.13632
55.8068 52.3324 -0.652683 3.13558
43.8878 43.7643 -0.82486 3.05505
48.8407 55.0687 0.330873 2.77829
48.8979 51.1958 0.286405 2.98101
59.3534 61.6951 1.3215 2.9058
61.5432 38.1485 -0.804292 2.91048
56.6128 59.6789 1.6375 3.09055
56.9108 47.8846 0.574014 2.89268
58.5787 55.2271 1.29906 3.07062
63.2505 52.9496 1.09051 2.81187
42.4899 42.3169 1.69253 2.98632
45.9811 56.2608 -0.702473 3.05757
50.0056 51.8437 -0.188789 3.02695
61.3303 54.0507 0.52872 3.07719
55.8202 58.9613 0.162485 3.12535
43.727 55.1705 0.858965 3.0012
61.345 47.2085 0.236129 2.87133
54.6025 59.5703 0.911654 2.99205
42.3938 55.8251 0.551757 3.12257
55.3364 41.2774 -0.728488 3.12757
58.8915 48.2024 2.25384 2.94874
51.8003 50.0134 -1.5448 2.94871
52.6287 49.1892 -0.347058 2.75399
54.6501 47.0273 -1.49108 3.07254
52.8048 48.5599 0.854679 3.03891
64.9506 50.4452 2.49378 2.99873
64.1279 52.3866 -0.370961 2.71051
48.3795 51.316 0.800233 3.08088
54.3499 48.755 0.727469 2.99474
59.1321 47.4367 -0.185153 2.85382
49.1042 43.6741 -0.728344 3.08868
59.6598 50.7999 0.467833 3.06957
47.4222 55.5892 -0.503472 2.83085
53.3006 48.9939 -0.552502 2.95893
57.2838 57.2988 2.33064 3.05373
41.7455 53.0355 1.05992 2.99286
47.1018 55.3135 0.106655 2.89306
59.1887 66.6944 0.874555 3.06241
53.8079 48.1223 -0.587504 3.02693
60.3695 48.3242 0.659458 3.04822
47.8148 56.5438 -0.123171 3.13716
54.9789 53.0126 1.21869 3.13829
54.8157 52.4346 -0.226135 3.02281
63.8603 50.1746 -1.04849 3.13894
52.4076 56.4561 0.605056 3.11473
56.283 56.0803 -0.14191 3.09063
53.8995 56.2217 -0.655399 2.90014
49.0978 48.7275 1.42308 3.11427
45.4685 50.9716 -0.750037 3.12619
54.8822 59.3822 1.53982 2.94141
56.7713 59.5665 1.04641 3.0715
66.3223 50.2289 -1.37661 2.99034
58.8652 57.6418 0.333731 2.87707
47.5784 51.5268 -1.32376 3.13269
44.5432 51.6588 0.229726 2.93887
55.5188 60.3915 -0.935254 2.88379
46.2873 59.0078 -0.223609 3.09442
58.7787 50.6765 0.876706 3.05218
51.9189 52.2398 0.336882 3.04475
58.5041 56.6487 0.257465 2.9781
58.5721 38.9003 0.970293 3.01536
56.5619 47.8336 -1.20429 2.96859
45.9903 49.4468 0.984692 2.97287
57.1244 52.9705 0.133278 3.10681
52.9567 59.0042 -0.933956 3.02896
64.0617 51.938 0.717556 3.06628
46.6974 49.8942 -0.0768038 2.86507
53.6154 62.6079 0.748466 3.12405
49.9492 51.7508 0.673641 3.09109
46.1692 53.5685 -0.766771 2.8543
53.2662 55.6542 -0.254387 3.01202
52.4762 52.0675 0.937194 3.12143
54.0584 51.3741 -1.24124 2.78668
53.8461 53.8806 0.477469 2.70379
53.5962 47.5379 0.488503 3.10113
54.9865 57.377 -0.952612 3.11369
49.6516 47.5199 0.255738 2.98995
55.2822 59.7521 0.454561 2.88416
44.1245 56.8667 0.591103 2.81877
52.7229 51.9402 0.475133 2.84321
55.1475 46.2211 -0.319091 2.86649
47.673 52.3928 -0.1712 3.07929
49.7204 57.6838 0.449668 3.11724
59.1288 52.7577 1.30655 3.02442
56.9872 41.5967 -0.415255 2.9214
48.5324 48.5069 0.983181 3.07756
42.7762 57.1494 0.551961 3.07699
43.2254 54.7447 2.82172 3.13687
51.7001 50.1914 -0.0316055 3.10687
51.1645 49.2981 2.4275 2.98523
54.1502 55.6543 0.251181 3.06182
54.3978 49.112 0.289554 2.90269
51.9749 48.4212 1.13179 3.09149
59.0898 48.8021 1.44039 3.09903
57.1088 49.2734 0.166699 3.03717
53.2602 53.2694 1.09789 3.05881
56.1698 48.2352 -0.00679131 3.11396
51.7384 59.3774 -0.818012 3.11744
46.3369 54.4461 -0.500519 3.01801
60.9462 41.0092 1.45015 2.69732
55.3046 54.597 1.63757 3.08534
60.8205 53.4592 -0.133409 2.84216
50.999 46.3995 0.36501 2.98765
59.721 54.4847 0.356239 2.93031
59.9937 51.4415 -0.13181 2.97533
63.6889 60.114 1.62851 3.03176
55.2818 57.2412 0.675941 3.02539
46.7561 49.4903 -1.48449 2.96138
48.8455 46.0803 0.512923 2.82095
50.9829 51.9391 -1.04667 2.95498
57.661 57.193 0.48179 2.95166
54.8351 46.8848 0.457752 3.09127
59.6122 62.9783 -0.209576 3.11126
54.5899 58.3711 1.39143 2.98059
53.2237 57.2767 -0.830671 3.13355
61.6163 55.2498 1.91788 2.94408
53.4212 68.5811 -0.134873 3.13704
55.1973 50.0971 -1.96602 3.06967
53.6667 49.7628 -0.279254 3.06901
56.1407 41.1998 0.223483 2.99463
48.48 46.5417 -0.221329 3.08987
54.1876 54.954 0.329961 3.0882
65.4609 50.4354 -0.783201 2.69863
44.1617 43.551 0.671044 2.96398
38.4986 57.6977 -1.11699 3.13529
54.3728 49.7551 -1.55515 2.84215
55.6309 54.1545 1.38843 3.0812
52.4943 55.0232 -1.3004 2.88253
57.4511 44.5398 -1.11534 3.06504
40.551 57.5345 -0.516065 2.90646
46.9043 68.253 0.270574 3.1126
52.6891 61.8601 -1.0025 2.83631
55.0771 48.095 0.0467397 2.97776
42.4308 49.2735 0.421919 3.05795
61.7748 53.129 -0.412124 2.84275
42.8001 59.4434 0.549696 2.7948
56.3052 58.1215 -1.07101 3.02433
59.6304 51.6759 0.0843094 2.97278
44.0389 46.0362 -0.557545 3.01551
50.5626 48.0217 -0.0372246 3.07094
53.2725 50.7439 1.00917 2.98886
57.7463 54.9421 0.102508 2.99028
60.1153 64.6923 -0.31367 2.94567
45.7731 48.837 0.604057 3.10854
47.2047 50.5817 -0.455392 2.92985
52.749 51.3233 0.700312 3.11009
52.4957 44.6307 0.272073 3.01156
54.3946 55.8281 -1.64479 3.01067
69.391 40.6785 1.09577 3.12708
47.102 48.138 -1.02404 3.13833
59.6861 46.2727 1.9336 3.01776
57.5601 48.9716 -0.0962876 2.96811
48.1394 56.6786 0.792096 3.12414
50.652 54.3722 -0.686338 2.9406
51.8666 51.6267 -0.715587 3.03024
61.2159 60.4655 -1.91687 2.66775
37.8505 44.4078 -0.032752 3.03803
63.4666 48.4259 1.15422 3.00609
51.2573 51.0744 1.33263 2.95204
61.9701 53.8036 0.664225 2.96103
49.9139 54.0809 -0.779198 2.98522
46.1074 48.6891 -1.22612 3.05888
55.9416 44.3953 -0.682781 3.10405
50.1388 61.2936 1.46688 2.9188
63.2377 54.7094 2.83968 2.93352
49.7937 50.5924 0.898012 2.92655
42.987 58.9239 0.715717 3.03874
55.5226 53.6274 -1.55645 3.00368
44.0969 54.7196 1.29739 2.88581
52.6465 54.0213 0.12809 3.04564
49.1807 41.8829 0.882673 2.68584
52.0408 46.6298 0.596495 3.06096
50.1435 62.1735 -1.30555 3.02311
54.4828 43.7148 0.111458 2.96295
57.6238 52.6931 0.487299 3.10906
59.718 54.371 -0.267161 2.87171
53.2387 50.4339 -0.779742 3.07358
55.9326 51.4736 0.289424 3.08449
60.8626 46.85 0.756777 2.98122
50.0444 52.4958 -0.45919 2.90521
60.2492 46.3865 0.0381744 3.03443
47.023 55.9356 0.538281 3.01137
52.1291 55.1616 1.62072 3.03108
60.1149 54.0964 0.400026 3.03169
57.1234 50.7113 0.971726 2.67159
49.6077 58.2353 1.7146 3.06638
51.9163 44.1015 0.0104783 2.9963
54.3074 52.1882 -0.775196 3.05135
45.9665 46.1085 1.63438 2.98368
52.7798 51.439 1.2829 2.90473
57.7706 45.9255 0.168309 2.91636
47.9751 46.6166 -1.37864 3.06037
54.7276 48.9034 -0.889895 3.12064
52.6524 50.4794 -0.509499 2.92467
48.7946 50.6232 1.15168 3.10601
41.1215 48.9443 -1.35334 2.94647
55.3244 54.005 -2.08714 3.07329
51.9139 56.3361 1.34098 3.08924
51.3324 45.3795 1.6546 2.9972
49.9761 52.3063 0.686184 3.09209
51.4738 59.8881 -0.00711995 3.06722
55.8689 58.2168 0.68513 2.94837
52.9525 54.6669 0.825442 2.95382
46.6931 53.361 -0.99064 2.94377
46.732 57.1126 1.32708 2.90486
57.0443 51.4919 0.834121 3.03966
60.0309 53.2046 -0.152489 3.04092
58.3315 53.9126 1.85368 3.12509
60.4451 48.5904 -0.43427 2.95317
38.398 47.8062 -0.650436 2.96022
47.861 44.9202 0.931228 2.74146
60.132 51.4004 0.199506 2.86435
51.7243 46.5175 1.2479 3.1089
49.28 49.865 -0.33377 3.11259
59.2169 61.2983 1.31772 2.92043
40.8405 51.086 -0.0923521 2.82214
50.0102 46.7457 -1.79491 3.1302
52.8978 56.3235 -2.19387 3.03987
41.0495 52.2161 0.294328 3.11377
53.5893 53.0993 0.957044 2.94974
55.2905 47.0928 0.281921 3.10409
61.6773 58.593 -1.60755 3.02948
46.0071 46.4071 0.896685 2.83756
45.1227 51.7189 -0.701676 3.01942
60.1345 44.6812 -0.366111 2.9162
56.1565 54.968 0.49358 2.85885
49.0971 51.2814 -1.85447 2.9055
59.415 69.6581 0.412748 3.0971
58.0918 52.3649 -0.133694 2.88352
48.653 46.3927 -0.358582 3.12533
58.4165 47.19 -1.01848 3.11187
52.1151 49.1063 -0.417968 3.11333
52.6918 54.7878 0.798313 3.1114
58.7084 45.7758 1.80416 2.99928
53.1215 63.0201 -0.401141 2.87725
52.7258 50.305 1.18066 2.96736
51.9491 48.8893 -1.12504 3.11986
59.3146 54.2709 -1.133 3.06757
50.7668 47.8235 0.592772 3.04472
54.6277 51.9938 0.760442 3.02933
55.0316 54.5965 0.407747 3.13001
44.788 56.7983 -0.513334 3.03126
63.422 53.5316 -0.8513 2.88045
53.9562 53.585 0.165781 2.95697
46.8189 58.7807 -0.676938 2.86246
50.1654 62.6941 -0.4545 2.92072
49.1269 52.6658 0.254671 2.94849
59.2705 48.6509 0.0051828 2.89852
51.9729 60.9138 -1.00654 3.09168
51.8036 56.304 -0.874491 2.95142
59.2404 58.057 0.291101 3.00671
51.2423 44.2299 -1.6289 3.08123
58.0264 52.3044 -0.279654 3.06706
54.2592 51.2005 -1.36831 2.88386
49.544 47.9981 -0.439646 3.09963
56.1425 49.91 1.8101 3.13811
65.3159 56.135 -0.752265 2.8122
52.1335 50.9439 -1.4233 2.98765
50.5753 57.9424 -1.67363 3.01733
58.7803 54.0776 -0.560443 2.91737
48.3156 49.8472 1.55706 2.94826
59.5869 43.7771 0.849296 2.62106
51.4318 61.804 0.0562641 2.87795
65.8253 47.4173 1.0272 3.11974
36.8189 56.5564 -2.24665 2.84515
49.3611 53.2176 -1.51351 3.05094
56.2751 45.7675 0.563771 3.08525
50.8478 58.1578 0.228693 3.09193
60.457 47.8209 -0.971832 3.03886
59.093 57.1654 -0.545124 3.04089
50.6 50.2768 -1.08984 3.05619
55.0479 53.9185 -0.399245 2.90574
44.0162 57.485 0.502095 3.11943
53.0365 61.0813 -2.22329 2.99815
53.9657 56.1113 -1.3944 3.02924
45.4266 56.2212 -1.99404 2.92808
45.8053 58.5011 -0.0792151 3.05463
49.7278 52.9869 -0.855327 3.07378
57.445 54.0789 -0.95665 2.99488
43.6926 49.7862 -1.39393 2.97437
49.548 56.2736 -0.576062 2.93383
47.2956 56.5043 0.175769 2.84767
56.3295 47.5627 0.0689999 2.95407
47.0846 52.0075 -2.40353 2.99446
56.3987 61.0963 -1.05769 2.94905
58.7853 57.7347 0.791465 2.89933
52.7472 46.3584 0.137571 3.03669
54.3273 35.8251 0.403046 3.09179
47.5662 47.1605 0.37275 2.98452
51.665 50.3973 -0.709246 2.72806
45.8695 51.2608 0.4767 3.10805
49.5497 51.1346 -0.645646 3.08927
54.6754 57.71 -0.604909 3.11492
54.4508 58.6581 0.315167 3.07808
58.178 50.0333 0.048749 3.04081
50.4421 36.3221 0.368583 3.01593
57.4559 57.0922 0.173055 2.90777
55.8995 51.6724 -0.103267 2.9986
57.5917 55.7158 0.812199 3.12089
48.6851 50.4767 0.31369 3.00104
53.7044 54.2215 0.284711 3.04832
48.4889 53.1389 2.0804 2.70797
60.2902 51.4274 0.490644 3.10668
53.5769 53.9957 -0.356371 3.01236
53.7508 60.865 0.235132 2.9234
61.213 47.9061 0.516576 3.01046
52.9841 56.8914 2.05819 2.88826
64.2152 50.9839 1.62903 3.08336
51.1675 51.1789 -0.345994 3.07334
53.735 49.2459 1.08546 3.08042
52.4073 49.2821 -1.01328 2.65378
53.9736 54.9849 0.348982 2.99105
53.673 43.3015 0.372997 3.01789
51.1377 59.7425 -1.36867 3.12156
49.8411 49.4557 1.45948 3.04749
60.5254 46.2858 -0.885117 3.05564
45.9087 44.9116 -0.0416912 3.09479
53.7293 55.9171 0.0237073 3.08054
60.4406 53.3702 0.604666 3.0404
54.9843 64.8439 -0.456158 3.10266
50.8594 48.8766 -0.903301 3.11996
57.2213 56.5789 -0.650017 3.05609
51.7011 55.1007 -2.11613 2.76741
58.8844 54.4208 -0.239658 2.77939
65.9726 55.9535 0.840781 3.07801
54.3558 50.3787 0.2667 2.89502
50.6079 51.277 -0.564702 2.95713
53.6192 57.6094 0.132964 3.05653
57.2614 54.4534 0.0203157 3.07845
56.1778 57.8101 -0.165347 2.90077
49.4455 49.2532 -1.57802 2.89622
53.6403 53.7185 -0.105774 3.10282
41.0367 58.5308 -0.311952 2.94542
58.019 58.2691 -1.00761 2.84649
55.7375 47.9809 -0.776411 2.81961
49.1697 58.1466 1.70015 3.06189
52.6191 53.1497 0.527536 3.05756
53.7714 53.6046 2.02551 3.08957
51.0827 51.4704 -0.895964 3.03236
51.9565 58.3539 0.850524 3.05087
59.3225 42.8618 -0.2507 3.08678
49.0489 57.6182 -0.0295159 3.07069
60.9566 50.9313 -0.419764 3.12902
59.9532 48.691 2.03914 3.07086
55.3845 61.9366 0.685186 3.11291
49.6256 52.6901 1.24644 3.03306
50.0599 46.5943 0.547293 2.85787
46.3192 44.7849 -0.468332 2.7764
57.4152 59.0622 1.09519 3.05429
